z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
39,58,97Y,0,3.75,s,0.03,B-N,0.055,0.004
39,58,97Y,0.66752,1.17,s,0.03,B-,99.3,
39,58,97Y,0.66752,1.17,s,0.03,B-N,0.08,
39,58,97Y,0.66752,1.17,s,0.03,IT,0.7,
39,58,97Y,3.5226,142,ms,8,IT,94.8,0.9
39,58,97Y,3.5226,142,ms,8,B-,5.2,0.9
39,57,96Y,0,5.35,s,0.04,B-,100,
39,57,96Y,1.5405,9.7,s,0.2,B-,100,
39,59,98Y,0,548,ms,1,B-,100,
39,59,98Y,0,548,ms,1,B-N,0.33,0.03
39,59,98Y,0.4657,2.32,s,0.08,B-,100,
39,59,98Y,0.4657,2.32,s,0.08,B-N,3.44,0.95
39,59,98Y,0.4657,2.32,s,0.08,IT,,
39,50,89Y,0.9089700000000001,15.663,s,0.003,IT,100,
39,52,91Y,0,58.56,d,0.09,B-,100,
39,52,91Y,0.5555800000000001,49.72,m,0.09,IT,98.5,
39,52,91Y,0.5555800000000001,49.72,m,0.09,B-,1.5,
39,51,90Y,0,64.046,h,0.049,B-,100,
39,51,90Y,0.68201,3.232,h,0.01,IT,99.9982,0.0002
39,51,90Y,0.68201,3.232,h,0.01,B-,0.0018,0.0002
39,54,93Y,0,10.17,h,0.08,B-,100,
39,54,93Y,0.758719,0.82,s,0.04,IT,100,
39,53,92Y,0,3.54,h,0.01,B-,100,
39,56,95Y,0,10.4,m,0.1,B-,100,
39,55,94Y,0,18.7,m,0.1,B-,100,
39,47,86Y,0,14.74,h,0.02,EC+B+,100,
39,47,86Y,0.21821000000000002,47.4,m,0.4,IT,99.31,0.04
39,47,86Y,0.21821000000000002,47.4,m,0.4,EC+B+,0.69,0.04
39,46,85Y,0,2.67,h,0.05,EC+B+,100,
39,46,85Y,0.01968,4.9,h,0.1,EC+B+,100,
39,49,88Y,0,106.626,d,0.02,EC+B+,100,
39,48,87Y,0,79.89,h,0.25,EC+B+,100,
39,48,87Y,0.38082,13.38,h,0.03,IT,98.43,0.11
39,48,87Y,0.38082,13.38,h,0.03,EC+B+,1.57,0.11
39,41,80Y,0,30.1,s,0.5,EC+B+,100,
39,41,80Y,0,30.1,s,0.5,ECP,,
39,41,80Y,0.2285,4.8,s,0.3,IT,81,2
39,41,80Y,0.2285,4.8,s,0.3,EC+B+,19,2
39,41,80Y,0.2285,4.8,s,0.3,ECP,,
39,40,79Y,0,14.8,s,0.6,EC+B+,100,
39,40,79Y,0,14.8,s,0.6,ECP,,
39,43,82Y,0,8.3,s,0.2,EC+B+,100,
39,42,81Y,0,70.4,s,1.0,EC+B+,100,
39,45,84Y,0,40.1,m,1.1,EC+B+,100,
39,45,84Y,0.067,4.6,s,0.2,EC+B+,100,
39,44,83Y,0,7.08,m,0.06,EC+B+,100,
39,44,83Y,0.06204,2.85,m,0.02,EC+B+,60,5
39,44,83Y,0.06204,2.85,m,0.02,IT,40,5
39,38,77Y,0,57,ms,+22-12,EC+B+,,
39,38,77Y,0,57,ms,+22-12,ECP,,
39,38,77Y,0,57,ms,+22-12,P,,
39,37,76Y,0,24,ms,+12-6,EC+B+,,
39,37,76Y,0,24,ms,+12-6,P,,
39,37,76Y,0,24,ms,+12-6,ECP,,
39,39,78Y,0,50,ms,3,EC+B+,100,
39,39,78Y,0,50,ms,3,ECP,,
39,39,78Y,0+X,5.8,s,0.6,EC+B+,100,
39,39,78Y,0+X,5.8,s,0.6,ECP,,
40,69,109Zr,0,56,ms,3,B-,100,
40,69,109Zr,0,56,ms,3,B-N,,
40,69,109Zr,0,56,ms,3,B-2N,,
40,68,108Zr,0,77.4,ms,2.2,B-,100,
40,68,108Zr,0,77.4,ms,2.2,B-N,,
40,67,107Zr,0,146,ms,4,B-,100,
40,67,107Zr,0,146,ms,4,B-N,23,
40,66,106Zr,0,178,ms,6,B-,100,
40,66,106Zr,0,178,ms,6,B-N,7,
40,61,101Zr,0,2.32,s,0.07,B-,100,
40,60,100Zr,0,7.1,s,0.4,B-,100,
40,65,105Zr,0,670,ms,28,B-,100,
40,65,105Zr,0,670,ms,28,B-N,2,
40,64,104Zr,0,922,ms,28,B-,100,
40,64,104Zr,0,922,ms,28,B-N,1,
40,63,103Zr,0,1.38,s,0.072,B-,100,
40,63,103Zr,0,1.38,s,0.072,B-N,1,
40,62,102Zr,0,2.01,s,0.08,B-,100,
40,58,98Zr,0,30.7,s,0.4,B-,100,
40,57,97Zr,0,16.749,h,0.008,B-,100,
40,56,96Zr,0,2.29e+19,y,1.91e+18-1.91e+18,2B-,100,
40,55,95Zr,0,64.032,d,0.006,B-,100,
40,59,99Zr,0,2.1,s,0.1,B-,100,
40,50,90Zr,2.319,809.2,ms,2.0,IT,100,
40,53,93Zr,0,1.61e+06,y,5.14e+04,B-,100,
40,47,87Zr,0,1.68,h,0.01,EC+B+,100,
40,47,87Zr,0.33583999999999997,14,s,0.2,IT,100,
40,46,86Zr,0,16.5,h,0.1,EC+B+,100,
40,45,85Zr,0,7.86,m,0.04,EC+B+,100,
40,45,85Zr,0.2922,10.9,s,0.3,EC+B+,,
40,45,85Zr,0.2922,10.9,s,0.3,IT,100,
40,44,84Zr,0,26,m,0.6,EC+B+,100,
40,49,89Zr,0,78.364,h,0.015,EC+B+,100,
40,49,89Zr,0.58782,4.161,m,0.012,IT,93.77,0.12
40,49,89Zr,0.58782,4.161,m,0.012,EC+B+,6.23,0.12
40,48,88Zr,0,83.4,d,0.3,EC,100,
40,43,83Zr,0,41.5,s,2.1,EC+B+,100,
40,43,83Zr,0,41.5,s,2.1,ECP,,
40,42,82Zr,0,32,s,5,EC+B+,100,
40,42,82Zr,0,32,s,5,ECP,,
40,41,81Zr,0,5,s,0.2,EC+B+,100,
40,41,81Zr,0,5,s,0.2,ECP,0.12,0.02
40,40,80Zr,0,4.6,s,0.6,EC+B+,100,
40,40,80Zr,0,4.6,s,0.6,ECP,,
40,39,79Zr,0,56,ms,30,EC+B+,100,
40,39,79Zr,0,56,ms,30,ECP,,
40,38,78Zr,0,,,,EC+B+,,
40,38,78Zr,0,,,,ECP,,
40,37,77Zr,0,,,,EC+B+,,
40,37,77Zr,0,,,,ECP,,
40,37,77Zr,0,,,,P,,
40,72,112Zr,0,30,ms,+30-10,B-,100,
40,72,112Zr,0,30,ms,+30-10,B-N,,
40,72,112Zr,0,30,ms,+30-10,B-2N,,
40,71,111Zr,0,24,ms,5,B-,100,
40,71,111Zr,0,24,ms,5,B-N,,
40,71,111Zr,0,24,ms,5,B-2N,,
40,70,110Zr,0,37.6,ms,1.7,B-,100,
40,70,110Zr,0,37.6,ms,1.7,B-N,,
40,70,110Zr,0,37.6,ms,1.7,B-2N,,
40,73,113Zr,0,,,,B-,100,
40,73,113Zr,0,,,,B-N,,
40,73,113Zr,0,,,,B-2N,,
41,73,114Nb,0,17,ms,5,B-,100,
41,73,114Nb,0,17,ms,5,B-N,,
41,73,114Nb,0,17,ms,5,B-2N,,
41,72,113Nb,0,32,ms,4,B-,100,
41,72,113Nb,0,32,ms,4,B-N,,
41,72,113Nb,0,32,ms,4,B-2N,,
41,71,112Nb,0,38,ms,2,B-,100,
41,71,112Nb,0,38,ms,2,B-N,,
41,71,112Nb,0,38,ms,2,B-2N,,
41,70,111Nb,0,54,ms,2,B-,100,
41,70,111Nb,0,54,ms,2,B-N,,
41,70,111Nb,0,54,ms,2,B-2N,,
41,75,116Nb,0,,,,B-,100,
41,75,116Nb,0,,,,B-N,,
41,75,116Nb,0,,,,B-2N,,
41,74,115Nb,0,23,ms,8,B-,100,
41,74,115Nb,0,23,ms,8,B-N,,
41,74,115Nb,0,23,ms,8,B-2N,,
41,69,110Nb,0+X,75,ms,1,B-,100,
41,69,110Nb,0+X,75,ms,1,B-N,40,8
41,69,110Nb,0+X,75,ms,1,B-2N,,
41,69,110Nb,0+X,94,ms,9,B-,100,
41,69,110Nb,0+X,94,ms,9,B-N,40,8
41,69,110Nb,0+X,94,ms,9,B-2N,,
41,68,109Nb,0,107,ms,5,B-,100,
41,68,109Nb,0,107,ms,5,B-N,31,5
41,67,108Nb,0,194,ms,6,B-,100,
41,67,108Nb,0,194,ms,6,B-N,6.3,0.5
41,67,108Nb,0,194,ms,6,B-2N,,
41,62,103Nb,0,1.36,s,0.05,B-,100,
41,62,103Nb,0,1.36,s,0.05,B-N,,
41,61,102Nb,0,4.3,s,0.4,B-,100,
41,61,102Nb,0.093,1.31,s,0.16,B-,100,
41,60,101Nb,0,7.2,s,0.2,B-,100,
41,66,107Nb,0,287,ms,8,B-,100,
41,66,107Nb,0,287,ms,8,B-N,7.4,0.9
41,65,106Nb,0,1.097,s,0.019,B-,100,
41,65,106Nb,0,1.097,s,0.019,B-N,4.8,0.3
41,64,105Nb,0,2.92,s,0.09,B-,100,
41,64,105Nb,0,2.92,s,0.09,B-N,1.7,0.9
41,63,104Nb,0,4.9,s,0.3,B-,100,
41,63,104Nb,0,4.9,s,0.3,B-N,0.06,0.03
41,63,104Nb,0.215,0.98,s,0.05,B-,100,
41,63,104Nb,0.215,0.98,s,0.05,B-N,0.05,0.03
41,59,100Nb,0,1.4,s,0.1,B-,100,
41,59,100Nb,0.314,2.99,s,0.11,B-,100,
41,58,99Nb,0,15,s,0.2,B-,100,
41,58,99Nb,0.36527,2.5,m,0.1,B-,96.2,
41,58,99Nb,0.36527,2.5,m,0.1,IT,3.8,
41,57,98Nb,0,2.86,s,0.06,B-,100,
41,57,98Nb,0.084,51.1,m,0.3,B-,99.8,
41,57,98Nb,0.084,51.1,m,0.3,IT,0.2,
41,56,97Nb,0,72.1,m,0.4,B-,100,
41,56,97Nb,0.7433500000000001,58.7,s,1.8,IT,100,
41,51,92Nb,0,3.47e+07,y,2.36e+06,EC+B+,100,
41,51,92Nb,0.1355,10.12,d,0.02,EC+B+,100,
41,50,91Nb,0,680,y,130,EC+B+,100,
41,50,91Nb,0.1046,60.86,d,0.22,IT,96.6,0.5
41,50,91Nb,0.1046,60.86,d,0.22,EC+B+,3.4,0.5
41,55,96Nb,0,23.35,h,0.05,B-,100,
41,54,95Nb,0,34.991,d,0.01,B-,100,
41,54,95Nb,0.23569,3.61,d,0.03,IT,94.4,0.6
41,54,95Nb,0.23569,3.61,d,0.03,B-,5.6,0.6
41,53,94Nb,0,2.04e+04,y,3.85e+02,B-,100,
41,53,94Nb,0.040892000000000005,6.263,m,0.004,IT,99.5,0.06
41,53,94Nb,0.040892000000000005,6.263,m,0.004,B-,0.5,0.06
41,52,93Nb,0.030760000000000003,16.12,y,0.12,IT,100,
41,48,89Nb,0,2.03,h,0.07,EC+B+,100,
41,48,89Nb,0.015,66,m,2,EC+B+,100,
41,47,88Nb,0,14.5,m,0.09,EC+B+,100,
41,47,88Nb,0+X,7.7,m,0.1,EC+B+,100,
41,46,87Nb,0,3.7,m,0.1,EC+B+,100,
41,46,87Nb,0.0039,2.6,m,0.1,EC+B+,100,
41,45,86Nb,0,88,s,1,EC+B+,100,
41,49,90Nb,0,14.6,h,0.05,EC+B+,100,
41,49,90Nb,0.12467,18.91,s,0.05,IT,100,
41,40,81Nb,0,40,ns,<,EC+B+,,
41,40,81Nb,0,40,ns,<,ECP,,
41,40,81Nb,0,40,ns,<,P,,
41,44,85Nb,0,20.5,s,1.2,EC+B+,100,
41,44,85Nb,0+X,3.3,s,0.9,EC+B+,,
41,44,85Nb,0+X,3.3,s,0.9,IT,,
41,43,84Nb,0,9.8,s,0.9,EC+B+,100,
41,43,84Nb,0,9.8,s,0.9,ECP,,
41,42,83Nb,0,3.9,s,0.2,EC+B+,100,
41,42,83Nb,0,3.9,s,0.2,ECP,,
41,41,82Nb,0,50,ms,3,EC+B+,100,
41,41,82Nb,0,50,ms,3,ECP,,
42,70,112Mo,0,125,ms,5,B-,100,
42,70,112Mo,0,125,ms,5,B-N,,
42,75,117Mo,0,22,ms,5,B-,100,
42,75,117Mo,0,22,ms,5,B-N,,
42,75,117Mo,0,22,ms,5,B-2N,,
42,76,118Mo,0,19,ms,+7-4,B-,100,
42,76,118Mo,0,19,ms,+7-4,B-N,,
42,76,118Mo,0,19,ms,+7-4,B-2N,,
42,77,119Mo,0,,,,B-,100,
42,77,119Mo,0,,,,B-N,,
42,77,119Mo,0,,,,B-2N,,
42,71,113Mo,0,80,ms,2,B-,100,
42,71,113Mo,0,80,ms,2,B-N,,
42,72,114Mo,0,58,ms,2,B-,100,
42,72,114Mo,0,58,ms,2,B-N,,
42,73,115Mo,0,45.6,ms,2.0,B-,100,
42,73,115Mo,0,45.6,ms,2.0,B-N,,
42,73,115Mo,0,45.6,ms,2.0,B-2N,,
42,74,116Mo,0,32,ms,4,B-,100,
42,74,116Mo,0,32,ms,4,B-N,,
42,74,116Mo,0,32,ms,4,B-2N,,
42,68,110Mo,0,287,ms,10,B-,100,
42,68,110Mo,0,287,ms,10,B-N,2,0.7
42,69,111Mo,0,186,ms,9,B-,100,
42,69,111Mo,0,186,ms,9,B-N,12,
42,69,111Mo,0+X,&asymp;200,ms,,B-,100,
42,69,111Mo,0+X,&asymp;200,ms,,B-N,,
42,64,106Mo,0,8.73,s,0.12,B-,100,
42,65,107Mo,0,3.5,s,0.5,B-,100,
42,66,108Mo,0,1.106,s,0.01,B-,100,
42,67,109Mo,0,700,ms,14,B-,100,
42,67,109Mo,0,700,ms,14,B-N,1.3,0.6
42,60,102Mo,0,11.3,m,0.2,B-,100,
42,61,103Mo,0,67.5,s,1.5,B-,100,
42,62,104Mo,0,59.4,s,1.1,B-,100,
42,63,105Mo,0,36.3,s,0.8,B-,100,
42,57,99Mo,0,65.936,h,0.009,B-,100,
42,58,100Mo,0,7.07e+18,y,1.59e+17-1.49e+17,2B-,100,
42,59,101Mo,0,14.61,m,0.03,B-,100,
42,51,93Mo,0,4000,y,800,EC,100,
42,51,93Mo,2.42495,6.85,h,0.07,IT,99.88,0.01
42,51,93Mo,2.42495,6.85,h,0.07,EC+B+,0.12,0.01
42,46,88Mo,0,8,m,0.2,EC+B+,100,
42,47,89Mo,0,2.04,m,0.11,EC+B+,100,
42,47,89Mo,0.3875,190,ms,15,IT,100,
42,48,90Mo,0,5.56,h,0.09,EC+B+,100,
42,49,91Mo,0,15.49,m,0.01,EC+B+,100,
42,49,91Mo,0.65301,65,s,0.7,EC+B+,50,1.6
42,49,91Mo,0.65301,65,s,0.7,IT,50,1.6
42,42,84Mo,0,2.3,s,0.4,EC+B+,100,
42,42,84Mo,0,2.3,s,0.4,ECP,,
42,43,85Mo,0,3.2,s,0.2,EC+B+,100,
42,43,85Mo,0,3.2,s,0.2,ECP,0.14,
42,44,86Mo,0,19.1,s,0.3,EC+B+,100,
42,45,87Mo,0,14.1,s,0.3,EC+B+,100,
42,45,87Mo,0,14.1,s,0.3,ECP,15,8
42,45,87Mo,0.31,,,,EC+B+,,
42,45,87Mo,0.31,,,,ECP,,
42,40,82Mo,0,,,,EC+B+,100,
42,40,82Mo,0,,,,ECP,,
42,41,83Mo,0,6,ms,+30-3,EC+B+,100,
42,41,83Mo,0,6,ms,+30-3,ECP,,
42,39,81Mo,0,,,,EC+B+,,
42,39,81Mo,0,,,,ECP,,
43,58,101Tc,0,14.123,m,0.091,B-,100,
43,59,102Tc,0,5.28,s,0.15,B-,100,
43,59,102Tc,0+X,4.35,m,0.07,B-,100,
43,59,102Tc,0+X,4.35,m,0.07,IT,,
43,54,97Tc,0,4.21e+06,y,1.60e+05,EC,100,
43,54,97Tc,0.09656999999999999,91,d,0.6,IT,96.06,0.18
43,54,97Tc,0.09656999999999999,91,d,0.6,EC,3.94,0.18
43,55,98Tc,0,4.20e+06,y,3.00e+05,B-,100,
43,56,99Tc,0,2.11e+05,y,1.20e+03,B-,100,
43,56,99Tc,0.14268360000000002,6.0073,h,0.0007,IT,99.9963,0.0006
43,56,99Tc,0.14268360000000002,6.0073,h,0.0007,B-,0.0037,0.0006
43,57,100Tc,0,15.65,s,0.12,B-,99.9974,0.0004
43,57,100Tc,0,15.65,s,0.12,EC,0.0026,0.0004
43,50,93Tc,0,2.78,h,0.05,EC+B+,100,
43,50,93Tc,0.39183999999999997,43.4,m,0.6,IT,77.4,0.6
43,50,93Tc,0.39183999999999997,43.4,m,0.6,EC+B+,22.6,0.6
43,51,94Tc,0,293,m,1,EC+B+,100,
43,51,94Tc,0.076,51,m,0.7,EC+B+,100,
43,51,94Tc,0.076,51,m,0.7,IT,0.18,
43,52,95Tc,0,19.258,h,0.026,EC+B+,100,
43,52,95Tc,0.03891,61.94,d,0.07,EC+B+,96.12,0.32
43,52,95Tc,0.03891,61.94,d,0.07,IT,3.88,0.32
43,53,96Tc,0,4.27,d,0.05,EC+B+,100,
43,53,96Tc,0.03423,51.6,m,0.9,IT,95.9,
43,53,96Tc,0.03423,51.6,m,0.9,EC+B+,4.1,
43,47,90Tc,0,49.2,s,0.4,EC+B+,100,
43,47,90Tc,0.1441,8.7,s,0.2,EC+B+,100,
43,48,91Tc,0,3.14,m,0.02,EC+B+,100,
43,48,91Tc,0.1393,3.3,m,0.1,EC+B+,100,
43,49,92Tc,0,4.23,m,0.15,EC+B+,100,
43,43,86Tc,0,55,ms,7,EC+B+,100,
43,43,86Tc,0,55,ms,7,ECP,,
43,44,87Tc,0,2.1,s,0.2,EC+B+,100,
43,44,87Tc,0,2.1,s,0.2,ECP,0.7,
43,45,88Tc,0,6.4,s,0.8,EC+B+,100,
43,45,88Tc,0,6.4,s,0.8,ECP,,
43,45,88Tc,0.0704,5.8,s,0.2,EC+B+,100,
43,45,88Tc,0.0704,5.8,s,0.2,ECP,,
43,46,89Tc,0,12.8,s,0.9,EC+B+,100,
43,46,89Tc,0.0626,12.9,s,0.8,EC+B+,100,
43,42,85Tc,0,100,ns,<,P,,
43,70,113Tc,0,152,ms,8,B-,100,
43,70,113Tc,0,152,ms,8,B-N,2.1,0.3
43,71,114Tc,0+X,118,ms,8,B-,100,
43,71,114Tc,0+X,118,ms,8,B-N,1.3,0.4
43,71,114Tc,0+X,90,ms,20,B-,100,
43,71,114Tc,0+X,90,ms,20,B-N,1.3,0.4
43,76,119Tc,0,22,ms,3,B-,100,
43,76,119Tc,0,22,ms,3,B-N,,
43,76,119Tc,0,22,ms,3,B-2N,,
43,77,120Tc,0,21,ms,5,B-,100,
43,77,120Tc,0,21,ms,5,B-N,,
43,77,120Tc,0,21,ms,5,B-2N,,
43,78,121Tc,0,22,ms,6,B-,100,
43,78,121Tc,0,22,ms,6,B-N,,
43,78,121Tc,0,22,ms,6,B-2N,,
43,79,122Tc,0,,,,B-,100,
43,79,122Tc,0,,,,B-N,,
43,79,122Tc,0,,,,B-2N,,
43,72,115Tc,0,78,ms,2,B-,100,
43,72,115Tc,0,78,ms,2,B-N,19,5
43,73,116Tc,0,57,ms,3,B-,100,
43,73,116Tc,0,57,ms,3,B-N,17,7
43,73,116Tc,0,57,ms,3,B-2N,,
43,74,117Tc,0,44.5,ms,3.0,B-,100,
43,74,117Tc,0,44.5,ms,3.0,B-N,,
43,74,117Tc,0,44.5,ms,3.0,B-2N,,
43,75,118Tc,0,30,ms,4,B-,100,
43,75,118Tc,0,30,ms,4,B-N,,
43,75,118Tc,0,30,ms,4,B-2N,,
43,69,112Tc,0,323,ms,6,B-,100,
43,69,112Tc,0,323,ms,6,B-N,1.5,0.2
43,60,103Tc,0,54.2,s,0.8,B-,100,
43,65,108Tc,0,5.15,s,0.07,B-,100,
43,66,109Tc,0,0.88,s,0.03,B-,100,
43,66,109Tc,0,0.88,s,0.03,B-N,0.08,0.02
43,67,110Tc,0,0.911,s,0.013,B-,100,
43,67,110Tc,0,0.911,s,0.013,B-N,0.04,0.02
43,68,111Tc,0,350,ms,21,B-,100,
43,68,111Tc,0,350,ms,21,B-N,0.85,0.2
43,61,104Tc,0,18.2,m,0.2,B-,100,
43,62,105Tc,0,7.64,m,0.06,B-,100,
43,63,106Tc,0,35.7,s,0.5,B-,100,
43,64,107Tc,0,21.2,s,0.2,B-,100,
44,81,125Ru,0,,,,B-,100,
44,81,125Ru,0,,,,B-N,,
44,81,125Ru,0,,,,B-2N,,
44,80,124Ru,0,15,ms,3,B-,100,
44,80,124Ru,0,15,ms,3,B-N,,
44,80,124Ru,0,15,ms,3,B-2N,,
44,70,114Ru,0,543,ms,34,B-,100,
44,70,114Ru,0,543,ms,34,B-N,,
44,72,116Ru,0,203,ms,5,B-,100,
44,72,116Ru,0,203,ms,5,B-N,0.8,
44,71,115Ru,0,318,ms,19,B-,100,
44,71,115Ru,0,318,ms,19,B-N,,
44,78,122Ru,0,25,ms,1,B-,100,
44,78,122Ru,0,25,ms,1,B-N,,
44,78,122Ru,0,25,ms,1,B-2N,,
44,77,121Ru,0,30,ms,3,B-,100,
44,77,121Ru,0,30,ms,3,B-N,13,4
44,77,121Ru,0,30,ms,3,B-2N,,
44,79,123Ru,0,19,ms,2,B-,100,
44,79,123Ru,0,19,ms,2,B-N,,
44,79,123Ru,0,19,ms,2,B-2N,,
44,74,118Ru,0,99,ms,3,B-,100,
44,74,118Ru,0,99,ms,3,B-N,4.6,
44,73,117Ru,0,152,ms,3,B-,100,
44,73,117Ru,0,152,ms,3,B-N,2.4,1
44,76,120Ru,0,45,ms,2,B-,100,
44,76,120Ru,0,45,ms,2,B-N,6,3
44,75,119Ru,0,69.2,ms,2.0,B-,100,
44,75,119Ru,0,69.2,ms,2.0,B-N,6,5
44,61,105Ru,0,4.44,h,0.01,B-,100,
44,67,111Ru,0,2.12,s,0.07,B-,100,
44,66,110Ru,0,12.04,s,0.17,B-,100,
44,69,113Ru,0,0.8,s,0.05,B-,100,
44,69,113Ru,0.13,510,ms,30,B-,100,
44,69,113Ru,0.13,510,ms,30,IT,,
44,68,112Ru,0,1.75,s,0.07,B-,100,
44,63,107Ru,0,3.73,m,0.06,B-,100,
44,62,106Ru,0,371.8,d,1.8,B-,100,
44,65,109Ru,0,34.4,s,0.2,B-,100,
44,64,108Ru,0,4.55,m,0.04,B-,100,
44,59,103Ru,0,39.247,d,0.011,B-,100,
44,50,94Ru,0,52.1,m,0.5,EC+B+,100,
44,51,95Ru,0,1.6073,h,0.0086,EC+B+,100,
44,53,97Ru,0,2.8376,d,0.001,EC+B+,100,
44,49,93Ru,0,59.7,s,0.6,EC+B+,100,
44,49,93Ru,0.7343999999999999,10.8,s,0.3,EC+B+,78,2.3
44,49,93Ru,0.7343999999999999,10.8,s,0.3,IT,22,2.3
44,49,93Ru,0.7343999999999999,10.8,s,0.3,ECP,0.027,0.005
44,48,92Ru,0,3.65,m,0.05,EC+B+,100,
44,45,89Ru,0,1.33,s,0.06,EC+B+,100,
44,45,89Ru,0,1.33,s,0.06,ECP,3.1,0.2
44,44,88Ru,0,1.4,s,0.3,EC+B+,100,
44,44,88Ru,0,1.4,s,0.3,ECP,3.6,
44,47,91Ru,0,8,s,0.4,EC+B+,100,
44,47,91Ru,0,8,s,0.4,ECP,,
44,47,91Ru,0.432,7.6,s,0.8,EC+B+,100,
44,47,91Ru,0.432,7.6,s,0.8,ECP,,
44,47,91Ru,0.432,7.6,s,0.8,IT,,
44,46,90Ru,0,11.7,s,0.9,EC+B+,100,
44,46,90Ru,0,11.7,s,0.9,ECP,,
44,41,85Ru,0,,,,P,,
44,41,85Ru,0,,,,EC+B+,,
44,41,85Ru,0,,,,ECP,,
44,43,87Ru,0,,,,EC+B+,,
44,43,87Ru,0,,,,ECP,,
44,42,86Ru,0,,,,EC+B+,,
44,42,86Ru,0,,,,ECP,,
45,82,127Rh,0,20,ms,+20-7,B-,100,
45,82,127Rh,0,20,ms,+20-7,B-N,,
45,82,127Rh,0,20,ms,+20-7,B-2N,,
45,81,126Rh,0,19,ms,3,B-,100,
45,81,126Rh,0,19,ms,3,B-N,,
45,81,126Rh,0,19,ms,3,B-2N,,
45,83,128Rh,0,,,,B-,100,
45,83,128Rh,0,,,,B-N,,
45,83,128Rh,0,,,,B-2N,,
45,80,125Rh,0,26.5,ms,2.0,B-,100,
45,80,125Rh,0,26.5,ms,2.0,B-N,,
45,80,125Rh,0,26.5,ms,2.0,B-2N,,
45,71,116Rh,0,685,ms,38,B-,100,
45,71,116Rh,0,685,ms,38,B-N,2.1,
45,71,116Rh,0.1208,0.57,s,0.05,B-,100,
45,71,116Rh,0.1208,0.57,s,0.05,B-N,2.1,
45,70,115Rh,0,0.99,s,0.05,B-,100,
45,70,115Rh,0,0.99,s,0.05,B-N,,
45,73,118Rh,0,286,ms,8,B-,100,
45,73,118Rh,0,286,ms,8,B-N,2.4,0.8
45,73,118Rh,0.189,310,ms,30,B-,100,
45,73,118Rh,0.189,310,ms,30,B-N,2.4,0.8
45,72,117Rh,0,421,ms,30,B-,100,
45,72,117Rh,0,421,ms,30,B-N,7.6,
45,79,124Rh,0,32,ms,2,B-,100,
45,79,124Rh,0,32,ms,2,B-N,28,5
45,79,124Rh,0,32,ms,2,B-2N,,
45,78,123Rh,0,42.2,ms,1.6,B-,100,
45,78,123Rh,0,42.2,ms,1.6,B-N,24.2,1.4
45,78,123Rh,0,42.2,ms,1.6,B-2N,,
45,75,120Rh,0,133,ms,4,B-,100,
45,75,120Rh,0,133,ms,4,B-N,7.2,1.6
45,74,119Rh,0,189,ms,5,B-,100,
45,74,119Rh,0,189,ms,5,B-N,4.1,1.3
45,77,122Rh,0,52.3,ms,1.5,B-,100,
45,77,122Rh,0,52.3,ms,1.5,B-N,11.3,0.7
45,77,122Rh,0,52.3,ms,1.5,B-2N,,
45,76,121Rh,0,73,ms,2,B-,100,
45,76,121Rh,0,73,ms,2,B-N,13.4,0.8
45,60,105Rh,0,35.341,h,0.022,B-,100,
45,60,105Rh,0.129742,42.8,s,0.3,IT,100,
45,62,107Rh,0,21.7,m,0.7,B-,100,
45,61,106Rh,0,30.07,s,0.35,B-,100,
45,61,106Rh,0.137,131,m,2,B-,100,
45,68,113Rh,0,2.8,s,0.12,B-,100,
45,67,112Rh,0,3.5,s,0.4,B-,100,
45,67,112Rh,0.0384,6.9,s,0.07,B-,100,
45,69,114Rh,0,1.82,s,0.05,B-,100,
45,69,114Rh,0.11090000000000001,1.85,s,0.05,B-,100,
45,64,109Rh,0,80.8,s,0.6,B-,100,
45,63,108Rh,0,17,s,0.4,B-,100,
45,63,108Rh,0+X,5.9,m,0.2,B-,100,
45,63,108Rh,0+X,5.9,m,0.2,IT,,
45,66,111Rh,0,11,s,1,B-,100,
45,65,110Rh,0,3.3,s,0.1,B-,100,
45,65,110Rh,0.038,28.5,s,1.5,B-,100,
45,51,96Rh,0,9.57,m,0.23,EC+B+,100,
45,51,96Rh,0.05198,1.51,m,0.02,EC+B+,40,5
45,51,96Rh,0.05198,1.51,m,0.02,IT,60,5
45,50,95Rh,0,5.02,m,0.1,EC+B+,100,
45,50,95Rh,0.5433,1.96,m,0.04,IT,88,5
45,50,95Rh,0.5433,1.96,m,0.04,EC+B+,12,5
45,57,102Rh,0,207.3,d,1.2,EC+B+,78,5
45,57,102Rh,0,207.3,d,1.2,B-,22,5
45,57,102Rh,0.14073,3.47,y,0.04,EC+B+,99.767,0.024
45,57,102Rh,0.14073,3.47,y,0.04,IT,0.233,0.024
45,56,101Rh,0,4.07,y,0.05,EC,100,
45,56,101Rh,0.15732,4.34,d,0.01,EC,92.8,0.25
45,56,101Rh,0.15732,4.34,d,0.01,IT,7.2,0.25
45,59,104Rh,0,42.3,s,0.4,B-,99.55,0.1
45,59,104Rh,0,42.3,s,0.4,EC+B+,0.45,0.1
45,59,104Rh,0.1289679,4.36,m,0.03,IT,99.87,0.01
45,59,104Rh,0.1289679,4.36,m,0.03,B-,0.13,0.01
45,58,103Rh,0.039753000000000004,56.118,m,0.009,IT,100,
